freq_hz,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
40.527344,-0.583800,-0.353077,-0.747948,-0.657501,-0.319201,-0.236496,-0.327462,-0.472933
41.015625,-0.548127,-0.321035,-0.725405,-0.609042,-0.341351,-0.230251,-0.315950,-0.470910
41.503906,-0.535182,-0.318624,-0.676780,-0.611665,-0.366403,-0.215444,-0.321951,-0.464351
41.992188,-0.537896,-0.370160,-0.686069,-0.644176,-0.300664,-0.214932,-0.334423,-0.458681
42.480469,-0.540025,-0.409574,-0.700625,-0.654410,-0.247508,-0.236939,-0.328007,-0.488871
42.968750,-0.556104,-0.366903,-0.727162,-0.663498,-0.328526,-0.243130,-0.346682,-0.461784
43.457031,-0.580339,-0.391567,-0.750877,-0.708228,-0.361912,-0.355274,-0.372588,-0.495606
43.945312,-0.613483,-0.355831,-0.732453,-0.704161,-0.365527,-0.278940,-0.374759,-0.503744
44.433594,-0.560134,-0.350504,-0.690933,-0.643589,-0.239764,-0.234051,-0.320403,-0.457040
44.921875,-0.557807,-0.386304,-0.724887,-0.642332,-0.192289,-0.255885,-0.442086,-0.541173
45.410156,-0.586606,-0.423923,-0.760687,-0.645637,-0.392813,-0.346183,-0.451799,-0.586561
45.898438,-0.621977,-0.448890,-0.742770,-0.648176,-0.432629,-0.322087,-0.385300,-0.590395
46.386719,-0.657368,-0.463068,-0.791959,-0.721363,-0.401918,-0.304877,-0.437171,-0.576647
46.875000,-0.650178,-0.406330,-0.800115,-0.776737,-0.445474,-0.290776,-0.455862,-0.602181
47.363281,-0.629506,-0.379813,-0.768453,-0.745765,-0.420211,-0.230742,-0.417678,-0.533771
47.851562,-0.634673,-0.399962,-0.722068,-0.715623,-0.441174,-0.308554,-0.412762,-0.546160
48.339844,-0.618597,-0.378987,-0.749512,-0.709697,-0.418191,-0.361190,-0.430625,-0.517953
48.828125,-0.644215,-0.405123,-0.750453,-0.729174,-0.413267,-0.277222,-0.432299,-0.531878
49.316406,0.092578,-0.402833,-0.720642,-0.536414,-0.347902,-0.256979,0.015386,-0.531320
49.804688,0.842502,-0.404660,-0.459801,0.059068,-0.212526,-0.310300,0.694311,-0.220969
50.292969,0.569415,-0.467627,-0.598057,-0.165181,-0.331499,-0.321249,0.434609,-0.381053
50.781250,-0.764259,-0.481111,-0.828749,-0.812520,-0.450635,-0.351033,-0.502157,-0.666782
51.269531,-0.786898,-0.510624,-0.849569,-0.828658,-0.501987,-0.415822,-0.546070,-0.657459
51.757812,-0.787540,-0.541132,-0.878594,-0.891897,-0.387690,-0.379777,-0.578532,-0.707890
52.246094,-0.778590,-0.574502,-0.896622,-0.840702,-0.391509,-0.367759,-0.552399,-0.663747
52.734375,-0.740787,-0.552157,-0.883091,-0.810396,-0.440201,-0.323367,-0.542431,-0.671273
53.222656,-0.720628,-0.502544,-0.839880,-0.796976,-0.378755,-0.319316,-0.554246,-0.680360
53.710938,-0.694726,-0.486832,-0.823933,-0.779435,-0.389325,-0.402511,-0.532317,-0.632867
54.199219,-0.775953,-0.532035,-0.885751,-0.876346,-0.435442,-0.460431,-0.528897,-0.609874
54.687500,-0.800815,-0.509900,-0.913354,-0.858658,-0.416515,-0.415421,-0.511963,-0.620314
55.175781,-0.766568,-0.519468,-0.837222,-0.814183,-0.372325,-0.339671,-0.533054,-0.669161
55.664062,-0.750787,-0.478535,-0.899254,-0.862238,-0.380223,-0.326875,-0.496350,-0.675317
56.152344,-0.691345,-0.455095,-0.833011,-0.810955,-0.437888,-0.325539,-0.464590,-0.617650
56.640625,-0.693477,-0.475434,-0.809838,-0.798471,-0.369898,-0.264696,-0.518438,-0.618726
57.128906,-0.764546,-0.480017,-0.846648,-0.850416,-0.428838,-0.311942,-0.531034,-0.651909
57.617188,-0.778115,-0.503105,-0.846919,-0.855423,-0.457807,-0.318091,-0.506936,-0.654319
58.105469,-0.763698,-0.561498,-0.884206,-0.865427,-0.496895,-0.399676,-0.525408,-0.690927
58.593750,-0.813911,-0.531257,-0.937377,-0.883592,-0.457207,-0.336023,-0.595258,-0.731717
59.082031,-0.820690,-0.540870,-0.937327,-0.899529,-0.397789,-0.294479,-0.648441,-0.753019
59.570312,-0.510922,-0.535235,-0.881768,-0.821477,-0.484894,-0.390782,-0.454903,-0.723618
